"1","20.9898","-89.5261"
"2","20.9904","-89.5263"
"3","21.0156","-89.5637"
"4","21.0473","-89.5429"
"5","21.1037","-89.5321"
"6","0","0"
"7","21.2886","-89.6029"
"8","21.2944","-89.6054"
"9","21.2875","-89.6351"
"10","21.2842","-89.6608"
"11","21.279","-89.6626"
"12","0","0"
